content,label1,label2
大灯是全LED光源而且是矩阵式的，能精准地控制每一颗光源的照射角度和亮度,外观,外观设计风格
混动车型大尺寸的“龙嘴”肯定不能少,其他信息,其他信息
唐dmi的车尾很秀气，不像前脸那般复杂，反而透露着简约的美感,外观,外观设计风格
尾灯的贯穿式造型很协调，凹凸有致的造型也很有立体，悬浮式的车顶延伸到车尾，层次感很强,外观,外观设计风格
用过就再也离不开的DiLink大屏，整合了车上大部分的功能，包括导航、娱乐、空调、影像和车辆设置等等,外观,外观设计风格
这样在全景3D视角里，车子就会显示出相应的颜色了,外观,外观设计风格
全景影像做的很清晰很逼真，全景和单一角度的视角都没有畸形，而且可以底盘透视看到底盘下有没异物，对我们的行车安全有极大的保证，避免修车造成经济损失,舒适性,噪音
车子的动力虽然没有DM性能版那么强，但是市区内也是没问题的，就算跑到高速上也比同价位的燃油车强很多，1.5T的发动机+电机的加持，让这辆车的动力能够源源不断的供给,动力,综合动力
方向盘上的功能很多，可以设定巡航，也可以打电话，还能够直接控制多媒体的声音等等，用起来很简单,操控,
全液晶仪表盘，跑了将近6000多公里了，车子几乎天天没有闲着的时候，偶尔朋友也会借来开一开，车子大，省油，这是我朋友借车时候说的理由，我没有反驳的余地啊～在城市中走走停停，就算不用纯电模式，油电混合模式下，它的油耗也相当的低了，百公里只有6.2L，这么大的车子而且动力还这么强劲，能有如此低的油耗，我已经满意的不行了,用车成本,价格
虽然是国产车，但就内饰的科技感和豪华感来说，我觉得同价位的合资车没有一个能比的上的,内饰,
我的唐DMi是一台配置很高的车，这体现在方方面面,用车成本,价格
比如它有手机NFC钥匙的功能，也有后视镜加热，位置记忆，锁车自动折叠这样的功能,操控,
都是用得着的，确实也很方便,其他信息,其他信息
弱弱的问一句对销售顾问服务的满意能不能也算一条呢??算的话洛阳车友可以找嘻嘻购车,其他信息,其他信息
最不满意】感觉车太贵了，肉疼得很！！！纯电续航太短能达到纯电动的续航就好了,动力,续航
空间】空间还不错，我是出力的命，开车是我的职责,空间,
☆空间设计亮点：出风口的设计挺别致的后备厢容积：我喜欢钓鱼，我的装备都可以放进去，非常的满意,空间,
动力】我最喜欢的就是4.3秒的加速度，纯电动的情况下我一般在市区实使用，够我两天用,动力,综合动力
操控】不经常实用这些功能，上高速比较少，走国道县道比较多，一般用不上,操控,
能耗】市区100公里的续航够我用两三天，还是比较满意的，使用成本低,动力,续航
舒适性】空调的效果还可以，我爱抽烟，能过滤掉空气中的烟味，媳妇闻不到不用老是说我，满意！,舒适性,噪音
外观】矩阵式LED大灯组，整个灯组的样式还是很酷的,外观,外观设计风格
当然好看不是重点，重点是好用,其他信息,其他信息
它有自动头灯，自适应远近光，转向辅助灯，前大灯雨雾模式等功能,外观,外观设计风格
尤其是出来自驾游，晚上走一些省道乡道照明都不好，有这个转向辅助灯就很方便,外观,外观设计风格
我可以提前看清转入方向的情况，心里面也踏实多了,其他信息,其他信息
内饰】车内导航很好用，可以规划路线，我喜欢用高德地图，里面有郭德纲和于谦的语音包，当然了也有志玲姐姐的，不过我觉得还是于谦的更好玩～,内饰,
性价比】首保我是提前预约的，所以进入4S店之后就已经有人接待了，只需要我将钥匙递给师傅就可以了,用车成本,价格
全程服务都很到位，如果你不想看自己的爱车是如何保养的，那么可以去接待室坐着，在接待室里面有饮料、小零食可以吃，有免费的按摩椅，特别的舒服，而且还有一面大透明玻璃，可以直接看到爱车保养的情况,其他信息,其他信息
师父都非常的细心也非常的贴心,操控,
为什么选择这款车】为了不限行不限号咬牙买的,其他信息,其他信息
我对动力要求比较高所以4秒的的加速度我很满意，我一脚油门一脚刹车的这个车刚好可以降低我的油耗，降低我的使用成本！,动力,综合动力
空间】内部空间很大，第三排座椅一米六十几的身高坐上去完全没问题，还显得很宽敞，超过一米七之后就略微显得拥挤了，第二排就算一米八十几的个子也不会顶头，空间还是足够用的,空间,
最不满意】在高速行驶的时候动力表现不错，各方各面都很满意，喜欢就是喜欢了，没啥问题,动力,综合动力
动力】车子动力感挺强，各种高低不同陡坡都是不费力就上去了，车子起步很快速，动力的介入感很自然，常跑高速的话会觉得非常舒服，提速的时候它的表现看上去很有激情，不会带来很多车那种非常莽撞的感觉，整个后续也是源源不断的供应上了,动力,综合动力
操控】真的感觉很稳，过颠簸路面的时候过滤的还是很不错的，比我学车时开的教练车开的要顺手多了，无比顺畅让整个车可操控性提升了一个台阶，车的各方面都被调教的很好了，然后配合一些辅助功能，开起来也比较的顺心，转向的时候车身很稳,操控,
能耗】经常会出现堵车的情况，不算低也不算高，仔细想想也比较合理,用车成本,价格
舒适性】前排舒适性比较高，座椅的材料非常的舒服，靠背的舒适度也高，对腰部的支撑力度也好，能调到让我感到很舒适的位置，感觉坐在车里也还挺舒服的，整体空间的话真的挺不错，综合舒适度还是挺好的,空间,
外观】车头造型上很时尚，看着还挺耐看的，整个车的前脸看着就非常精神，对细节的把控，我觉得都非常的满意，这个流线型的尾部看一次心动一次，从侧面看视觉效果很流畅，可以说是走在时尚的前沿的,外观,外观设计风格
最满意】明年想结婚想提前看看婚车老公天天光忙啊忙的也没时间跟我逛于是我找了个休息日自己来看看由于考虑后期家里人口比较多想看看大点的越野车但是预算在二十万左右又不想配置太低了从网上了解了一下比亚迪唐这个不错说还是个爆款,其他信息,其他信息
打车去了店里是一个戴眼镜的南方口音的妹妹接待的我服务态度很好而且声音还嗲嗲的介绍的特仔细人还热情,其他信息,其他信息
领着我看的车，上车坐了坐空间特别大还是个七座的车后排我也坐了也没问题配置实在是太棒了中间的大屏可以当一个小电脑用以后有了宝宝也不用担心无聊了我看连抖音和爱奇艺都有，以后也不怕老公开车我坐副驾驶没的干了，一边吃东西一边看节目挺好,空间,
主要怕国产车发动机不好但是听小妹妹说的油耗才百公里五点五升提速还特别快于是就约了个试乘让师傅带着我看本人开车手法不太好上路体验觉得挺好的没想到国产车还能这么安静提速我觉得是不是都有点太快了估计老公会喜欢的还省油于是就果断下定了只不过听说得等三个月呢期待车到了给老公一个惊喜作为我们头婚的婚车期待,用车成本,价格
最不满意】不满意的地方主要就是这款车，等车时间略微有点长而且轮胎不太好,其他信息,其他信息
空间】老公快二百斤主驾驶挺宽松的后排空间也够用,空间,
还是七座车☆第三排空间：调整好第二排座椅角度第三排空间还是不错的，还有杯架以及阅读灯很贴心,空间,
最满意】车内宽敞布局规整，属于大7座的车，而且座椅很舒服，不是那种很软的没有支撑感，并且长时间驾驶坐起来感觉还不累，后排的空间很足，我爱人身高174，坐在里面可以很松快，孩子在里面行动也自如,空间,
旅途中累了困了，在里面休息也不会觉得很憋屈，休息起来很舒服,空间,
车子的操控感很好，配置个人觉得还很好很全面,操控,
最不满意】对于这款车没有啥感觉不满意的，太满意了对它,其他信息,其他信息
最满意】车子空间很大，别说上班出差，自驾游也绰绰有余，能耗低,空间,
最不满意】目前还没有什么特别不满意的，硬要说的话那就是感觉塑料感有点强在某些地方,内饰,
空间】空间超满意，能放特别多的东西，感觉后备箱我初中侄子都能直接躺在里面,空间,
动力】起步超快，永远冲在第一线，动力满满，满载也不会特别吃力,动力,综合动力
外观】车身做工精细，线条流畅，挺酷的，车灯设计的也很亮眼,外观,外观设计风格
性价比】性价比还是很高的，唐我可以称其为五边形展示，要动力有动力，要空间有空间，要速度有速度，能耗还低，买车价格也不是特别贵，这还不可以吗,用车成本,价格
为什么选择这款车】一个是性价比高，车子这么大，能耗却做的了很低，而且速度动力都不差,用车成本,价格
空间】关于空间这个车是很玄幻的，我以前回乡下搬东西我爸妈都让我多搬一点，现在换了这个车，我爸妈都说够了，吃完了再回来拿,空间,
第一排185的个子完全不会跟轿车一样，顶头，第二排就算坐三个185大体型的人也不会挤，但是第三排座椅要坐两三个小时的车程就不适合175以上的人搭乘了，空间的确有限！,空间,
最满意】最满意的地方就是唐dmi功能配置丰富，空间也非常的大，还有就是非常的省油，同样的和油车加一箱油，跑同样的里程，唐dmi剩的油还很多,空间,
续航能力相对于其他混动车型来说也是非常出色的，可以跑一千多公里,动力,续航
最不满意】就是等车时间太长了，自己订了很久车都没到，家里面的人也一直在催怎么还提不到车子，差一点就退订金了，幸好自己还是等到了,其他信息,其他信息
动力】唐dmi虽然是个七座车，搭载的是1.5T的发动机，但是它用起来动力还是足够的，只要你一踩油门，它都会积极响应，不管是起步还是超车，动作都是非常干脆利落的，动力输出让自己很容易去掌控,动力,综合动力
操控】唐dmi在行驶的过程当中还是很平顺的，突然踩踏板这些响应都非常迅速，不会说出现反应慢的情况，转向也比较精准，操控起来是非常方便的,操控,
外观】唐dmi的外观和唐dm差不多，都是经典的龙脸，延续了家族化的设计风格，大的进气格栅，使运动感更加突出，大灯也是非常亮眼，后面的贯穿式尾灯和前面相呼应，相得益彰,外观,外观设计风格
侧面看起来也是非常的大气，整体看起来非常的霸气,外观,外观设计风格
最满意】1、比亚迪自主研发的电动车最高电池技术——刀片电池,动力,续航
"2、唐DMI是一款中型SUV,是混动新能源，可以用油也可以用电，经济比较实惠",用车成本,价格
3、上绿牌很方便不用交购置税,其他信息,其他信息
3、唐DMI空间比较大，因为是七座座椅，后面座椅用不上还可以折叠起来，放平了还可以当一个单人床，可以放很多东西,空间,
最不满意】1、优惠太少，也就只送脚垫，贴膜，但销售服务态度还算可以,其他信息,其他信息
3、专卖店也没有送小礼物,其他信息,其他信息
空间】空间很大，有七个座椅，后排座椅折叠放平可以放很多东西,空间,
动力】在路上跑起来动力十足，超车加速时能立刻把速提起来完成超车,动力,综合动力
操控】方向盘设计的很有科技感，小字体更容易使驾驶员集中精神，方向盘也很灵活,操控,
舒适性】座椅可以自己调节，看着很养眼，，座椅不硬也不软很适中，驾驶视野开阔,舒适性,座椅
空间】买车是件大事，准备明年要二宝，所以决定一步到位，直接购买一个7座车型，以后有了二宝也能方便使用，不像别的7座是假7座，空间十分宽敞,空间,
2+3+2座椅布局，腿部空间也有很多富余,空间,
动力】动力还可以，EV纯电模式下还特别安静，一点也不扰民我开车一般比较随和，轻柔的起步稳稳的加速我觉得就够了,动力,综合动力
舒适性】唐DM-i的绿净系统非常实用，中控大屏会自动提示空气质量，当车内PM2.5浓度超标时，系统会提示开启净化,舒适性,座椅
新推出的“高温消毒杀菌”功能更贴心，可以通过远程开启空调60℃的高温持续55分钟达到杀菌消毒的作用，现在上车也不用拿着消毒纸巾到处擦了，提前一个小时全搞定，轻轻松松上车启程,舒适性,座椅
座椅可以加热，主驾驶位还有记忆调校功能，女生不舒服的时候，这个加热功能可以缓解很多.....,舒适性,空调
内饰】超爱这块中控屏，听听歌看看抖音是常规操作，要是时间长一点还可以追追剧,内饰,
性价比】之所以选择唐DM-i，一是节能省油，二是这车足够安全，具有5星级的安全保护,用车成本,价格
为什么选择这款车】之前家里有台老款朗逸轿车，感觉空间不大，而且也到换车的时候,空间,
朋友推荐我买款新能源，省油、提速快、不限号，我想了想也是，最起码出行方便许多,用车成本,价格
买新能源汽车，肯定要去看看比亚迪，7座SUV唐DM-i，给我第一感觉，很棒,外观,外观设计风格
最满意】我最满意的是它的纯电续航能力，它的纯电续航里程可以达到112公里，日常充一次电可以开两天，平时在城里通勤我都用的纯电模式，电费便宜得感觉不要钱一样,动力,续航
长途旅行也可以用油发电增加续航里程，都不会有里程焦虑，同时还很省油，比传统的燃油车省钱多了,动力,续航
最不满意】总体还是比较满意的，就是感觉轮胎没有想象中的有韧性，虽然是主打节能和舒适，但是上了高速之后，感觉噪声会相对明显一些，不过如果对静音效果追求不高的可以忽略,舒适性,座椅
空间】这个车的空间还是可以的，前排驾驶位即使坐上一米八的人也不会觉得拥挤，它的第二排地台做到了全平，这一点很不错，再者它的座椅靠背也可以调节，第三排不坐人的时候也可以全平放倒，扩大后备箱的容积，增强储物能力，实用性高,空间,
动力】唐DM-i开起来给我的感觉是比较舒服，它的加速比较平稳线性，很适合代步出行，高速超车也是稳稳当当,动力,综合动力
操控】唐新能源DM-i的底盘整体质感很不错，悬架调教稍微硬朗，但滤震和避震都很干脆利落，所以平时开起来并不会有漂浮感，代步还是挺舒服的,操控,
内饰】细节的地方比较有特色，比如方向盘和空调出风口的独特造型，12.8英寸的中控屏也比较实用,内饰,
性价比】在线的颜值，加上丰富的配置，以及超高续航和超低燃油，唐新能源家用来说还是很香的,用车成本,价格
为什么选择这款车】这个车空间很大，配置齐全，可以满足我们全家人出行的需求，不管前排后排都不会觉得拥挤，而且养车成本也低，不论是油耗还是电耗都很可观，从家用的角度来说，它真的很适合,空间,
最满意】我最满意的地方是它的动力和性价比，车子的驾驶感受对我来说很棒，也比较安全，还有它的性价比特别高，整体来说很划算,动力,续航
最不满意】最不满意的地方是它的内饰方面,内饰,
其实整体的舒适度还是不错的，就是新车有点异味，而且车漆有点薄，容易有划痕,内饰,
动力】它的动力方面日常驾驶中的表现还是不错的，它的油门也比较灵敏，起步都特别迅速,动力,综合动力
每次出行都比较开心,其他信息,其他信息
操控】它的操控方面也是很不错的，方向盘一点也不笨重，开起来让我感觉特别轻松，哪怕是新手都很容易操控，几乎没有什么虚位，操控起来比较方便,操控,
能耗】油耗方面，整体还可以接受，平常都是充电驾驶，成本都可以忽略不计了,用车成本,价格
舒适性】车子的整体乘坐感还是比较舒适的，真的特别实用，乘坐也很舒适，而且座椅使用的材质透气性也很好，软硬合适,舒适性,座椅
外观】外观设计还是比较好看的，我比较喜欢,外观,外观设计风格
它的层次感做得也相当不错,外观,外观设计风格
就是车漆有点薄，容易划痕,外观,外观设计风格
内饰】它的内饰方面给人一种沉稳的感觉，中控的显示屏也很大，比较高清，唯一不好的是新车有点异味,内饰,
性价比】性价比方面，又经济又实用，给我的日常生活中提供了很大的便利，各方面也都符合我的标准,用车成本,价格
为什么选择这款车】最终选择这台车的原因是第一眼看重了它的颜值，而且不论从配置空间方面都比较满意，价格也在我的预算内，所以选择了它,空间,
最不满意】7座全打开，后备箱稍微小一点但是乘坐空间还是很大的，很舒适,空间,
空间】3排座位，可以5座，可以7座，5座的时候7座可以放到，储物空间变大,空间,
操控】感受非常舒服,操控,
方向盘跟轻，底盘过路面不平的道路很稳,操控,
外观】前脸以唐命名，致敬中国5000年文化，很有情怀，很有面子,外观,外观设计风格
内饰】内饰比较简单大方，旋转大屏，可以语音交互，开车的过程中省去双手操作，可以安心开车，座椅双拼，颜色搭配很耐看,内饰,
性价比】性价比很高，加一箱油可以跑普通车子两次的路程,用车成本,价格
为什么选择这款车】油电混动，可油可电，油耗很低，加一箱油可以跑一千公里,用车成本,价格
最满意】我买这个车就是冲着它的超长续航以及省油去的，即使在亏电的情况下它还有着很不错的续航，让我用起来没有焦虑感，另外还可以节省很多加油的钱，真香,动力,续航
空间】它的前排座椅很宽大厚实，176cm的我坐在上面也不拥挤，后排的空间感很好，地台是全平的不影响放脚，头枕也有三个，靠背还有很大的调节角度，三排也能全平放倒,空间,
最满意】最满意的一个是它的动力，起步快，加速的时候动力输出强劲平稳,动力,综合动力
再一个是它的安全，它可是通过了中保研欧洲双五星碰撞测试的,其他信息,其他信息
能耗】其实在满电的情况下开，这个车的油耗还是比较低的，我的油耗稍微高了一点，可能我经常处于亏电状态，这个真的有点不大好,用车成本,价格
空间】前两排的空间都很充足，第三排空间一般适合坐165左右的女士或者小孩，放倒第三排后备箱空间还是挺充足的,空间,
动力】动力还是挺足的，市区完全够用，加速也很快，秒超油车,动力,综合动力
操控】虽然块头大，但是操作起来非常方便，转向精准，过弯也没什么侧倾,操控,
能耗】从买车到现在就加过两次油，平时市区行驶都是纯电代步，偶尔出远门才会用混动，油耗方面也挺低的，百公里才5.4升，感觉挺满意的,用车成本,价格
外观】外观非常符合我的审美，尤其是唐的前脸设计，非常的大气，Dragonface的设计语言展现的淋漓尽致,外观,外观设计风格
内饰】内饰设计也非常的大气时尚，旋转大屏很有科技感，语言控制也很灵敏,内饰,
性价比】感觉性价比还是挺高的，空间充足，价格也合适，日常出行省了不少油钱,空间,
为什么选择这款车】家里是二胎家庭，考虑买辆7座车，这样出行也比较方便，个人不喜欢MPV感觉太老头气息了，所以决定买辆7座SUV，因为考虑到油耗问题，就直接选了混动车型，比亚迪唐DM-i是同事推荐的，外观确实好看，去店里试驾后动力也很足，刚好也是七座车，价格方面也在预期就入手了,用车成本,价格
最不满意】最不满意的是内车异味大，可能是新车的缘故异味挺大的，等过几天去除下味看看能不能看一点,内饰,
还有就是车子没有优惠，等车的时间周期还长,其他信息,其他信息
还有就是感应式电尾门不灵敏，每次都要扫腿几次才能打开,内饰,
空间】空间很宽敞，尤其是前两排，平时我自己开车的时候，我都把座椅调到最前面，第二排中间没有凸起，做三个大人也不会拥挤,空间,
第三排空间就很小了，也就能做个小孩了，不过平时基本用不到，都是放倒了档后备箱用,空间,
乘坐空间：第二排中间平的没有凸起，坐三个大人还是很宽敞的,空间,
最不满意】唐的操控是感觉一般般的，方向盘的材质是皮质的，手感摸着比较差了,操控,
其次就是内饰的异味蛮大蛮刺鼻的，还有一点就是避震问题了，车子的避震过渡属于那种比较生硬的过渡，那种过渡感还是比较难受的，目前来说就是这个三个地方不太满意的了,内饰,
空间】中型SUV的车型定位自然不会太小了，我是家用车子，我一家四口用车来说这个车子的空间还可以轻松满足我的需求的，前排以及后排的空间大小很是合适了，各方面的需求也是可以轻松满足的，车子后备箱大小也是比较合适的，平时家用来说这款车子整体的空间效果还是很大很合适的，空间很赞,空间,
储物空间非常多，而且装的也多，特别适合自驾游,空间,
最满意】车子的动力很好，我特别满意这款车子的动力了，车子整体动力很舒服，车子起步阶段感觉动力还是很好的地方了，油耗也是很低的,动力,综合动力
最不满意】内饰那种材质太差了，手感摸着这种内饰材质就是感觉到问题出来了，内饰的材质确实不好，内饰异味也是很大的,内饰,
性价比不高，买车基本没有东西可送的,用车成本,价格
能耗】车子油耗不高，我是家用车子，家用车子也是比较合适我的了，这款车子的整体油耗确实不高，特别合适我的选择,用车成本,价格
外观】车子颜值很高，我很喜欢这款车子的颜值设计感了，从车子正脸以及侧颜来看都是很美的一款车子，设计感很好,外观,外观设计风格
为什么选择这款车】车子很高的颜值了，我选车也是首先看车子的颜值的，这款车子的整体颜值也是比较高的，入手这款车子后也是感觉比较舒服的,外观,外观设计风格
最满意】最满意的地方有两点，第一点是空间大，第二点是车子的油耗低，因为混动车型的优势就在于这样，所以哪怕车型稍微贵一些，我依旧觉得买的很划算,空间,
最不满意】外观方面显得稍微平淡了一些，不过正是这样平淡的感觉，特别适合商务用途,外观,外观设计风格
空间】由于是七座的布局，所以这样的布局还是相当的合理的，毕竟拉人的时候把第三排放倒实用性大大增强,空间,
舒适性】座椅的设计比较有弹性，而且在开的时候也特别的有支撑感，舒服两个字是由内而外展现的,舒适性,座椅
外观】外观确实算不上多么的亮眼，但是考虑到我是偶尔需要拿来拉人做商务用途的，所以我觉得中庸一点，其实还要好一点,外观,外观设计风格
内饰】车内搭载了一块大尺寸的中控屏，这块中控屏的尺寸高达12.8英寸，大尺寸的中控屏能够提供不错的操控感，并且支持语音识别,内饰,
"最满意】最满意的地方就是,空间比较大，平常坐5个人就很宽松，7座的话偶尔过年过节的坐人才比较多，平常的话就可以放很多的东西，储物空间就变得很大，以前装不下的东西，现在通通可以塞进去",空间,
最不满意】坐人的话，第3排空间相对舒适感，体验感就没那么强，但实际上，平常基本上就当成5人坐来使用的，坐7个人的后排时间比较少,空间,
空间】空间就不用说了，本身入手之前就是看重的整体的空间，嗯适合家用，而且平常第3排不坐人能放很多东西,空间,
动力】车子整体动力是OK的，起步也比较快，满载也没有觉得什么吃力的感觉,动力,综合动力
能耗】油耗相对于原来的燃油车就比较节省，作为一款混动车，可油可电还是挺好的,用车成本,价格
外观】首先7座的看上去就很霸气，外观设计也是挺好看的,外观,外观设计风格
最不满意】操控是个很大的问题了，方向盘的手感还行，就是那个辅助操控比较少的东西配置了,操控,
其次就是舒适性了，车子的避震功能很差,舒适性,空调
空间】入手之前也是看过很多车子的了，这款车子的整体空间还是比较合适我的日常家用选择的，车子后备箱也是可以塞很多东西进去的,空间,
动力】车子的整体动力很好，我入手也是有一部分看中车子的动力的，这款车子的整体动力还是很好的，超级高的一个车子动力了,动力,综合动力
操控】操控是个问题点了，方向盘的手感不好，方向盘的指向也是不太明确的，辅助操控功能也是比较差的功能来着,操控,
舒适性】车子舒适性还是不错的，我比较喜欢这款车子的整体舒适性了，但是车子的隔音部分就是做的比较差的，这个确实糟糕,舒适性,座椅
内饰】内饰材质很好很舒服，内饰现在基本上不会有异味的地方了，内饰的一些基本的配置也是很高的，真的是超级合适我,内饰,
性价比】车子性价比很高，我入手这款车子之前就认真对比过车子的性价比的，这款车子的整体性价比来说还是很高的地方了,用车成本,价格
为什么选择这款车】入手考虑过很多因素了，其中这款车子的性能部分我就是比较满意的，我自己也是比较喜欢高性能的车子了，这款车子的整体性能确实很高,用车成本,价格
最满意】最满意的就是油耗比较低，动力比较强，空间呢也比较大,空间,
一家坐在一起也不打挤,其他信息,其他信息
新能源也是趋势，而且他有品质保证，最终就让我下定决心买它，嗯，因为混动版省油是比较经济的,用车成本,价格
空间】2米8的轴距让第2排空间非常大，坐上去也不会拥挤，平常也就当做5个人来使用，就把第3排放倒，后备后备箱连接起来就能够增大，后面的储物空间就可以装很多东西，这一点是非常赞的,空间,
嗯，反正，其实做7个人的时候相对比较少，主要是过年过节的时候才坐，活动空间是比较充足的,空间,
平常出去装东西啊，放一些出行的设备都是很方便,空间,
动力】目前已经磨合的差不多了，毕竟有那么大的车身,动力,综合动力
满载的时候也还是比较轻松的，平常基本上最多的时候坐5个人，坐7个人的时候比较少，嗯，起步啊，中途提速都比较平顺，然后动力还是比较强劲的，嗯，超车也没问题，还是非常线性的，现在越来越喜欢开新能源汽车了,动力,续航
舒适性】舒适性的话座椅是比较舒适的，坐上去不硬也不软，遇到颠簸也没有什么震感，嗯不过我觉得噪音还是稍微有一点啊，开得特别快的话就稍微有一点明显，然后呢，嗯第3排座的相对不是特别的舒服，但是第3排平常坐的人比较少，一般就没怎么做，都是当5坐车来使用的,舒适性,座椅
内饰】内饰还是比较丰富的,内饰,
座椅做工，材质这些都还不错,舒适性,噪音
性价比】说到性价比，我觉得首先啊，从买车服务上，从订车到沟通啊，上牌啊这些，我觉得还是比较安心的，另外呢，我之前买车前也不要对比了多款，就这台的车子的配置，还有性能外观最符合我的一个意愿,用车成本,价格
嗯，买过来朋友也看了，就是说这个颜值还比较高，性价比也不错，我自己买了也不后悔，嗯，反正性价比来说的话还是很强的,用车成本,价格
动力】电动机的动力响应确实灵敏，但动力输出完全是很温柔的，就算频繁的踩下加速踏板它的动力也不会太窜，当转速提升到一定程度时，发动机也介入的很及时，同时还不会有明显的顿挫,动力,综合动力
能耗】我们买新能源车型的初衷就是为了日常消耗更低，唐DM-i完全符合我的购车要求，不仅动力表现特别出色，而且耗油耗电都挺省的，目前的综合电耗为15.9kwh/100km，表显油耗是5.9，确实是非常省的,用车成本,价格
外观】这辆车的外观造型就比较简单一点，尤其是中网就是由简单的横幅式格栅组成，还有整台车的车漆也特别厚实，窗框的上下沿以及侧裙处都有镀铬饰条的点缀，这样让它的外观看起来也会更高级,外观,外观设计风格
性价比】虽然说这台车子的实力非常强，而且本身的用料以及配置也都很有优势，但客观来讲20万左右的价格买一台国产新能源我还是觉得不太划算，毕竟这个价格能选择的合资车也是比较多的，还有就是这台车的保值率也不那么高,用车成本,价格
最满意】自然不用多说满意的地方太多太多,其他信息,其他信息
超高的颜值配上高级的科技感配置是所有车主都想拥有的吧,外观,外观设计风格
唐不仅配置丰富就包括出行也比较方便可油可电还不用担心加油的问题，最重要的一点省钱吗,用车成本,价格
其实最重要的一点就是避免不了家里人口稍微有点多就是想买个七座的suv开开,其他信息,其他信息
这个是我选择它的主要原因,其他信息,其他信息
最不满意】提新车的时候气味有点重，我感觉应该就是出厂时没有做好处理导致气味太难闻了,内饰,
空间】其实我身高在1.85在我们这边也还好，满大街我这个身高的也还是挺多的,空间,
我是比较喜欢唐的座椅的,舒适性,空调
后排座椅角度90°和半躺都可以调节，坐在后排的家人们跑长途不会感觉到累,空间,
沿途还能看看风景,其他信息,其他信息
最后排虽然不经常用，但是偶尔应急带个小朋友还是非常不错的选择,空间,
最满意】因为现在油价越来越高，然后买这个就冲着省油，成了我看中的第一要素,用车成本,价格
这辆车是我和老婆一起去看的，我觉得颜值也比较霸气的，内置比较丰富，听音乐，天窗语音控制都很非常的方便，也非常的适合我这个身材，关注很久了,外观,外观设计风格
最不满意】不满意的，比如说那个脚踢踏式的电动感应尾门，这个有一点不太方便，可能我还没太习惯这个,其他信息,其他信息
动力】这一点呢也是我们选择的一大原因，他动力响应是比较快的啊，不会给你中途掉链子，而且嗯作为家用车还是挺舒服的，上坡啊动力也很强啊，能轻松地上车啊，起步啊，超车啊，都是比较干脆利落的，嗯，没有一些太大的顿挫感，开起来是比较舒服的，比我想象中的要好一点,动力,综合动力
操控】毕竟是老司机了，然后我觉得这个配置的话啊都比较丰富，而且操作的话还是比较轻松的，整个车稳定性还是比较强的，SUV车型开起来顺手了还是比较好操控的，驾驶感体验还是比较好舒服的，嗯，比如说远程操控，这个就真的超级方便，也不用带钥匙，直接用手机就可以打开车门，这个是真的要点个赞,操控,
舒适性】嗯，舒适性来说的话，跑烂路的话，整体协调性就不是那么完美，但是，综合下来的话，在平常城市里开的话是非常舒适，前排，作业都是可以灵活调整，调到合适的座位开起的，嗯位置也不错，因为SUV的车身比较高，视野还是比较开阔的，嗯，座椅包裹性也比较好，后排的也有独立的空调出风口,舒适性,座椅
外观】外观一看上去就高大威猛就很气派，颜值比较高的，嗯，不管是车身还是大灯的设计都是特别的流畅，嗯，还是比较适合我这个风格，嗯，现在啊，买车啊都是讲究眼缘，我看到他我都觉得不错,外观,外观设计风格
内饰】内饰的用料我觉得还是比较满意的，设计也比较有档次感，那虽然给我第一感觉是没什么亮点，但是整体还是比较大气耐看啊，摸着手感也是非常不错的啊，也没有什么廉价的感觉，中控看起来也简洁，那里面触感也是比较好的，很有设计感,内饰,
最不满意】内饰部分略显得呆板了一些，对于这一点我觉得是最值得提升的一点,内饰,
动力】虽然发动机排量不大，但是因为有电动机的加持，所以整车的动力相当的充沛,动力,综合动力
操控】车身稍大，但是操控起来依旧比较轻松，可能是因为助力系统设计的比较合理吧！,操控,
能耗】油耗的话，在6.5升左右，已经相当的低了，而且还支持纯电续航，只是没有试过纯电续航情况下是多少钱一公里,用车成本,价格
舒适性】车型大了，舒适性自然就要出色一些，再加上电动座椅之类的配置，也能为舒适性提供帮助,舒适性,座椅
外观】外观看起来很有家族特色，一眼看上去就知道是比亚迪旗下的车型，而且整车各方面的设计都很合理，钣金之类的也做工扎实,外观,外观设计风格
最满意】最喜欢的就是能省钱了，能上绿牌，不用出购置税，就能省小2万，绿牌还不限行，解决了我一到冬天能被限行坐公交的麻烦，有车不能开，想想就别扭,其他信息,其他信息
而且这个车油耗很低，差不多能省一半的油，多香啊,用车成本,价格
空间】空间就不必说了，买车时就是相中了空间非常大，虽然是7座，但我5座就够用，所以腾出来的空间，无论后排放东西，还是中排乘坐，空间都能非常大，孩子也能在里面站起来，还能放我的大长腿,空间,
操控】车辆开起来的话非常舒服，提速的时候有动力，减速的时候能刹得稳，而且开高速的时候也能给到你稳重的感觉,操控,
媳妇开的时候用360全景影像，倒车放心多了,舒适性,噪音
外观】外观的话就是我比较喜欢的地方，给人一种沉稳大气的感觉，整体线条也圆润,外观,外观设计风格
晚上灯光的话也是比较不错的，黑夜开起来前方路段看比较清楚,舒适性,噪音
最满意】最满意的地方就是空间,空间,
有了孩子以后加上上班都非常忙，就会发现现在这种亲子陪伴时间太少了，之前没车的时候那也去不了，现在换了车发现空间足够大，带着孩子周边游真的再合适不过了，有时候再带上二老也是完全可以的,空间,
后备箱空间放得下一辆推车，再加上两个行李箱都是轻轻松松搞定的,空间,
